item,brloot_weapon_la_mike32_lege,,0,0,0,0,1,1,1,1,1,1,1,1,20,0,1,5,0,
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_health,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,1_health,,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_health,,40,40,40,40,70,50,50,50,50,50,50,50,40,0,50,50,40,
rarity,3_health,,0,0,0,0,25,30,30,30,30,50,50,50,30,0,30,30,30,
rarity,4_health,,0,0,0,0,5,10,10,10,10,0,0,0,20,0,10,10,20,
item,brloot_plate_pouch,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_uncommon_1,,50,0,44,44,0,0,0,0,0,0,0,0,44,0,0,0,44,
item,brloot_plunder_cash_uncommon_2,,35,20,33,33,20,0,0,20,20,20,20,20,33,0,0,0,33,
item,brloot_plunder_cash_uncommon_3,,15,12,22,22,12,40,0,12,12,12,12,12,22,0,40,40,22,
item,brloot_plunder_cash_rare_1,,0,8,1,1,8,30,50,8,8,8,8,8,1,0,30,30,1,
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,20,40,0,0,0,0,0,0,0,20,20,0,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,10,30,0,0,0,0,0,0,0,10,10,0,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,5,20,0,0,0,0,0,0,0,5,5,0,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,
rarity,0_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,0,0,
rarity,1_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,0,0,
rarity,2_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,0,0,
rarity,3_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,50,50,50,
rarity,4_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,50,50,50,
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_assaultdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_scramblerdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_rcxd_rad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_plague_box,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_explosive_bow,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_assassination_tablet,,20,30,15,15,20,20,20,20,20,20,20,20,15,0,20,0,20,
item,brloot_domination_tablet,,20,15,25,25,20,20,20,20,20,20,20,20,25,0,20,0,20,
item,brloot_scavenger_tablet,,20,10,25,25,20,20,20,20,20,20,20,20,25,0,20,0,20,
item,brloot_timedrun_tablet,,20,15,15,15,20,20,20,20,20,20,20,20,15,0,20,0,20,
item,brloot_vip_tablet,,20,30,20,20,20,20,20,20,20,20,20,20,20,0,20,0,20,
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_gold_vault_lockbox_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_gold_vault_lockbox_2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_gold_vault_lockbox_3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_escape_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_zmb_access_item,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_tactical_device,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
